,SUBJECT_6
training duration,83.6282057762146
,train,valid,test
LIE_TO_STAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0
confusion_matrix_test
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,53.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,0.0,0.0,0.0,43.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,0.0,0.0,0.0,14.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,0.0,0.0,0.0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_STAND,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
LIE_TO_SIT,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
STAND_TO_LIE,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
LIE_TO_STAND,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
,index,real_category,predicted_category
0,70,3,4
1,71,3,4
2,72,3,4
3,73,3,4
4,74,3,4
5,75,3,4
6,76,3,4
7,77,3,4
8,179,4,3
9,190,3,4
10,195,3,4
11,196,3,4
12,198,3,4
13,199,3,4
14,201,7,1
15,202,4,3
16,203,4,3
17,204,4,3
18,205,4,3
19,206,4,3
20,207,4,3
21,208,4,3
22,209,4,3
23,210,4,3
24,211,4,3
25,212,4,3
26,213,4,3
27,214,4,3
28,215,10,1
29,216,10,1
30,217,10,8
31,218,5,3
32,219,5,3
33,220,5,3
34,221,5,3
35,222,5,3
36,223,5,3
37,224,5,3
38,225,5,3
39,226,5,3
40,227,5,3
41,228,5,3
42,229,5,3
43,230,5,3
44,231,9,1
45,248,5,3
46,249,5,3
47,250,5,3
48,251,5,3
49,252,5,3
50,253,5,3
51,254,5,3
52,255,5,3
53,256,5,3
54,257,5,3
55,258,5,3
56,259,5,3
57,260,5,3
58,261,5,3
59,262,5,3
60,264,11,1
61,281,0,1
62,283,0,1
63,287,0,1
64,288,0,1
